@relation 'spam-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R8,12'

@attribute account_age numeric
@attribute no_follower numeric
@attribute no_following numeric
@attribute no_userfavourites numeric
@attribute no_lists numeric
@attribute no_tweets numeric
@attribute no_retweets numeric
@attribute no_hashtag numeric
@attribute no_usermention numeric
@attribute no_urls numeric
@attribute no_char numeric
@attribute no_digits numeric
@attribute class {spammer,non-spammer}

@data
1376,452,549,0,3,4382,0,0,0,1,16,0,spammer
246,0,4,0,0,2099,0,0,0,2,50,20,spammer
14,141,34,0,0,986,225,0,1,1,118,7,spammer
46,3737,3831,40,1,3198,0,2,0,1,103,2,spammer
49,0,2,0,0,33,0,1,0,1,14,0,spammer
1053,0,3,0,0,231,0,0,0,1,36,0,spammer
8,1361,741,3,0,4073,125,0,1,1,118,7,spammer
1627,2,58,0,0,140,0,1,0,1,29,0,spammer
1137,1106,900,1203,0,23915,0,1,0,1,55,6,spammer
90,420,1557,1,0,2354,1879,0,1,1,41,0,spammer
36,225,0,1,0,2399,13,0,1,1,118,7,spammer
1119,8,550,0,0,783,0,0,0,1,27,0,spammer
602,0,88,0,0,39,0,0,0,1,31,0,spammer
808,679,674,408,3,14318,0,1,0,1,55,6,spammer
131,28,41,0,1,3317,17,0,1,1,98,0,spammer
1396,1,266,0,0,442,0,0,0,2,53,21,spammer
592,29,469,1,0,2807,0,0,0,1,43,0,spammer
177,0,12,0,0,169,0,0,0,1,46,1,spammer
610,857,529,1076,0,26472,0,1,0,1,55,6,spammer
47,104,572,0,1,1056,2478,0,1,1,59,0,spammer
2,307,381,18,0,54,191,2,1,1,118,4,spammer
755,21,12,1,0,2343,0,0,0,2,41,4,spammer
26,0,0,0,0,6,2306,0,1,1,41,0,spammer
1482,2,271,0,0,376,0,0,0,1,31,0,spammer
283,1840,1775,1487,0,2003,0,2,0,1,74,0,spammer
689,2999,2421,1416,45,29474,0,1,0,1,68,6,spammer
65,6,1274,35,0,193,44,0,1,1,37,0,spammer
943,670,1666,1,6,888,0,0,0,2,67,20,spammer
235,743,946,1250,1,8726,0,1,0,1,103,6,spammer
298,89,76,57,0,243,1,1,3,1,75,2,spammer
668,345,204,2155,0,18958,0,1,1,1,97,1,spammer
302,80,203,50,0,782,0,1,0,1,85,0,spammer
938,201,270,0,0,1339,0,0,0,1,82,3,spammer
574,44,921,0,1,539,0,4,0,1,89,0,spammer
5,20,21,3,0,119,0,0,0,1,70,0,spammer
858,1,213,0,0,785,0,0,0,1,21,0,spammer
365,67,128,8,0,867,0,2,0,1,67,1,spammer
684,2443,43,702,1,7997,942,0,1,1,118,7,spammer
1033,2143,465,6,0,4009,0,1,0,1,47,0,spammer
176,3,19,0,0,4,0,0,0,1,0,0,spammer
100,4005,4044,16,1,5358,0,0,0,1,59,0,spammer
708,4,41,0,0,151,0,1,0,1,15,0,spammer
426,3019,3151,472,0,27011,0,1,0,1,58,0,spammer
628,740,1727,5,0,149,0,0,0,1,59,0,spammer
300,689,252,25,0,7034,3,1,6,1,111,4,spammer
870,0,77,1,0,39,0,0,0,1,24,0,spammer
0,0,0,0,0,3,16997,0,1,1,69,0,spammer
445,5,337,0,0,54,0,0,0,1,43,0,spammer
324,687,1222,28,1,1698,0,0,0,1,56,0,spammer
636,2011,478,494,0,81033,0,1,1,1,90,3,spammer
430,261,369,275,0,1538,0,2,1,1,67,6,spammer
848,1,3,0,0,58,0,0,0,1,21,0,spammer
876,3,10,0,0,127,0,1,0,1,17,0,spammer
28,49,91,6,0,117,0,1,1,1,80,2,spammer
1146,436,282,3085,2,15172,0,2,1,1,109,4,spammer
1073,0,1,0,0,162,0,0,0,1,61,2,spammer
221,2273,2278,115,2,3200,5,0,1,1,118,7,spammer
836,0,0,0,0,132,0,1,0,1,28,0,spammer
710,1,2,0,0,156,0,1,0,1,34,0,spammer
1751,46,510,0,1,278,0,0,0,2,34,0,spammer
331,0,17,0,0,3063,0,0,0,1,78,20,spammer
669,91,22,6,0,121,51529,0,1,1,106,0,spammer
323,4862,4777,0,7,3137,55,0,1,1,66,4,spammer
953,542,543,149,0,9504,0,1,1,1,73,0,spammer
97,1,10,0,0,27,0,0,0,1,82,0,spammer
127,424,100,562,0,1566,0,0,0,1,59,3,spammer
540,72,111,0,0,157,0,0,0,1,81,1,spammer
435,1,16,0,0,595,0,0,0,1,50,4,spammer
5,177,63,0,0,1412,105,0,1,1,118,7,spammer
398,138,463,6,1,4604,0,2,0,1,105,0,spammer
781,1,231,0,0,784,0,0,0,1,28,4,spammer
146,79,187,9,0,95,0,3,0,1,123,4,spammer
73,1,1,0,0,302,0,0,0,1,118,0,spammer
553,553,1248,18,0,774,0,1,0,1,78,0,spammer
24,0,7,0,0,25,14,0,1,1,67,0,spammer
793,2851,3087,1984,1,36243,0,1,0,1,55,6,spammer
1116,3,4,0,0,1035,0,0,0,2,58,2,spammer
3,0,15,0,0,7,1,1,2,1,108,2,spammer
891,1,375,0,0,1008,0,0,0,1,33,0,spammer
169,161,254,68,0,4359,0,1,0,1,59,2,spammer
107,432,1738,1,1,2705,1545,0,1,1,30,0,spammer
788,22,276,18,1,65,0,2,0,1,81,0,spammer
806,1306,1063,82,2,3223,0,1,0,1,108,5,spammer
1126,2837,28,2,21,2132,0,0,0,1,89,0,spammer
0,0,0,0,0,1,9790,0,1,1,118,1,spammer
528,562,383,2,0,5863,0,1,0,1,81,0,spammer
522,329,1802,0,1,6001,0,0,0,2,64,0,spammer
17,16,26,2,0,53,0,1,0,1,83,0,spammer
1769,48,370,0,0,59,0,0,0,2,61,4,spammer
499,1,11,0,0,1149,2,0,1,2,81,24,spammer
386,183,310,551,0,3525,0,0,1,1,113,0,spammer
865,2,14,0,0,94,0,0,0,1,30,0,spammer
928,2,311,0,0,4,0,0,0,1,59,1,spammer
720,13,137,2,0,42,0,0,0,1,56,2,spammer
1077,311,405,0,8,1864,0,0,0,1,31,7,spammer
90,1613,990,0,0,7463,47,0,1,1,69,0,spammer
476,0,0,0,0,6,0,1,0,1,37,0,spammer
1427,215,111,27,8,1434,0,0,0,1,34,0,spammer
3,109,37,8,0,345,640,0,1,1,118,7,spammer
518,0,15,0,0,3,0,0,0,1,30,0,spammer
829,6,13,0,0,82,0,0,0,2,48,0,spammer
101,684,1935,1,0,2847,641,0,1,1,39,0,spammer
1631,1086,1034,747,1,6284,0,1,0,1,55,6,spammer
79,799,137,449,5,2849,5,1,1,1,118,3,spammer
224,531,822,44,0,6101,0,1,0,1,78,0,spammer
0,0,0,0,0,2,0,0,1,1,11,3,spammer
921,2,13,1,0,15,0,0,0,1,67,2,spammer
753,1230,522,346,1,26220,0,1,3,1,105,5,spammer
729,2,433,0,0,2329,0,0,0,1,51,0,spammer
169,42,53,0,0,3459,0,0,0,1,22,0,spammer
10,824,770,1,0,3495,213,0,1,1,118,7,spammer
1058,1,0,0,0,68,0,1,0,1,23,0,spammer
1473,37991,2334,96,694,45363,1,0,1,1,36,4,spammer
570,1,242,0,0,138,0,0,0,1,44,2,spammer
1325,2721,2973,13,29,42636,0,0,0,1,46,6,spammer
10,111,258,20,12,272,0,0,0,1,56,0,spammer
2084,18,13,59,0,4727,0,0,0,1,35,0,spammer
1623,1,0,0,0,5,0,0,0,1,40,0,spammer
730,1555,1518,3348,0,6008,0,0,0,1,100,7,spammer
51,0,1,0,0,31,0,1,0,1,12,0,spammer
243,2,232,0,0,122,4,1,1,1,49,2,spammer
854,3,336,0,0,109,1738,0,1,1,110,0,spammer
553,0,2,0,0,101,0,1,0,1,35,0,spammer
382,525,302,481,1,13152,0,1,1,1,73,0,spammer
1331,3,387,0,0,183,0,0,0,1,18,0,spammer
73,469,429,0,0,712,4,0,1,1,44,0,spammer
1770,5411,3479,59,77,127439,0,1,0,1,55,6,spammer
914,235,446,75,0,3633,0,1,0,1,55,6,spammer
158,234,298,2898,0,3390,0,2,0,1,111,0,spammer
544,46,161,1,0,317,0,0,0,1,34,2,spammer
572,438,275,1612,2,18881,0,1,0,1,66,4,spammer
1,13,22,0,0,176,0,2,0,1,114,1,spammer
947,1256,1747,0,3,20124,0,1,1,1,50,0,spammer
82,457,456,54,1,3496,0,1,1,1,100,2,spammer
375,265,196,1317,0,7458,1,1,2,1,94,1,spammer
2024,438,539,8,16,464,0,0,0,1,44,0,spammer
948,6,36,0,0,123,0,0,0,1,45,1,spammer
454,2,728,0,0,1718,0,0,0,2,24,0,spammer
595,806,961,5438,3,19998,0,0,0,1,34,0,spammer
917,5154,4209,148,1,42921,0,1,0,1,38,3,spammer
268,449,154,1106,0,1994,0,0,0,1,82,5,spammer
141,1451,1801,0,7,20466,0,1,0,1,106,0,spammer
433,0,1,0,0,152,0,1,0,1,32,0,spammer
45,0,0,0,0,40,2095,0,1,1,75,0,spammer
1113,248,482,183,0,7767,0,1,0,1,95,8,spammer
602,2,9,0,0,2718,0,0,0,2,55,20,spammer
1172,144,271,0,0,616,0,0,0,1,52,0,spammer
987,8,213,3,1,56,385,0,1,1,62,0,spammer
648,1,88,0,0,306,0,0,0,1,24,0,spammer
1724,9,305,0,0,950,0,0,0,2,42,20,spammer
669,1,3,0,0,116,0,1,0,1,20,0,spammer
275,1105,79,53,1,27262,0,1,0,1,79,3,spammer
130,388,331,3,1,823,1,2,1,1,118,1,spammer
5,159,166,0,0,927,316,0,1,1,118,7,spammer
48,388,444,3,0,777,472,0,1,1,118,7,spammer
169,323,260,10,0,2026,569,0,1,1,118,7,spammer
215,1224,825,0,4,3090,0,1,0,1,55,6,spammer
316,2,932,0,0,459,0,0,0,1,36,0,spammer
492,2,1018,0,0,419,0,0,0,2,63,20,spammer
1090,19,436,12,0,6165,0,0,0,1,20,0,spammer
736,1605,1649,45,2,4429,0,1,0,1,91,0,spammer
1020,0,0,0,0,95,0,1,0,1,26,0,spammer
1334,1,195,2,0,89,2,0,1,1,51,0,spammer
598,4514,4888,0,5,6352,0,0,0,1,113,1,spammer
1099,4185,2851,0,18,23190,0,1,0,1,17,0,spammer
350,33,37,2,0,993,0,0,0,1,39,0,spammer
624,0,305,0,0,672,0,0,0,1,31,0,spammer
651,0,206,0,0,436,0,0,0,1,56,0,spammer
77,53,17,3,0,2843,0,1,0,1,53,7,spammer
21,828,886,120,0,3310,311,0,1,1,118,7,spammer
699,1828,770,882,54,918,3,0,1,1,42,0,spammer
33,0,0,0,0,39,3998,0,1,1,50,0,spammer
593,119,763,275,2,2921,0,0,0,1,46,0,spammer
768,371,695,2,0,539,113356,0,1,1,106,0,spammer
954,1654,2004,94,1,6170,0,0,0,1,55,0,spammer
517,0,385,0,0,2735,0,0,0,1,38,2,spammer
43,432,350,0,0,1429,375,0,1,1,118,7,spammer
667,2162,1942,347,1,28271,0,1,0,1,55,6,spammer
382,2414,2459,9,7,2073,0,1,0,1,36,0,spammer
398,137,150,124,0,3132,0,1,0,1,98,0,spammer
1707,66,232,2,1,1322,0,0,0,1,26,0,spammer
855,965,1709,4,0,559,0,1,0,1,55,6,spammer
48,370,443,3,0,701,703,0,1,1,118,7,spammer
27,12,12,0,0,17,0,0,0,1,75,2,spammer
1264,17,382,0,0,1168,0,0,0,1,32,0,spammer
497,624,677,39,2,4377,0,2,0,1,116,2,spammer
53,1368,424,74,1,4407,406,0,1,1,118,7,spammer
847,0,243,0,0,4013,0,0,0,1,43,1,spammer
905,10024,8606,588,14,47162,0,1,0,1,55,6,spammer
781,2,207,0,0,80,0,1,0,1,31,0,spammer
22,1,19,6,0,73,0,0,0,1,13,0,spammer
66,24,1988,78,0,354,406,0,1,1,87,2,spammer
528,457,1263,3774,1,35517,0,1,0,1,55,6,spammer
1044,0,303,0,0,2023,0,0,0,1,47,0,spammer
727,1967,561,14,21,65101,0,1,1,1,82,0,spammer
196,1451,471,152,1,11161,0,1,0,1,47,1,spammer
3,91,1,1,0,842,124,0,1,1,118,7,spammer
808,137,55,5,0,4199,1,1,1,1,97,10,spammer
775,310,190,0,0,2369,0,0,0,1,59,0,spammer
894,2,355,1,0,182,0,0,0,1,44,0,spammer
92,492,1607,1,0,2560,2979,0,1,1,46,0,spammer
337,608,824,1784,2,9639,0,1,1,1,113,0,spammer
1089,2,217,1,0,100,30,5,2,1,118,0,spammer
91,17,26,6,0,372,0,0,0,1,74,1,spammer
14,3,1,0,0,536,0,1,0,1,53,4,spammer
1493,34,67,0,1,148,0,0,0,1,41,0,spammer
303,68,102,20,0,281,0,0,0,1,70,3,spammer
13,62,1686,527,0,1436,181,1,1,1,81,0,spammer
747,0,0,0,0,23,0,0,0,2,64,24,spammer
695,126,569,16,0,5048,1,1,2,1,109,1,spammer
13,1,5,0,0,1,13533,0,1,1,50,0,spammer
166,63,103,0,0,180,0,1,0,1,98,4,spammer
580,0,8,0,0,13,0,0,0,1,24,0,spammer
113,2,3,3,0,400,0,2,0,1,97,2,spammer
75,1,10,0,0,31533,0,2,0,1,34,0,spammer
965,377,361,1842,1,7119,304,1,1,1,117,0,spammer
1020,507,570,1,13,465,0,0,0,1,26,0,spammer
890,3702,3686,485,3,665,0,1,0,1,56,7,spammer
297,4,261,0,0,2067,0,0,0,2,63,20,spammer
1729,1033,645,94,4,70700,0,1,0,1,67,4,spammer
130,474,590,10,0,541,0,0,0,1,57,0,spammer
25,1,8,0,0,272,39,0,1,1,87,0,spammer
350,1713,1196,859,3,23188,0,1,0,1,63,2,spammer
950,17,1,3,0,7323,0,0,0,1,110,0,spammer
97,0,11,0,0,396,0,0,0,1,53,1,spammer
1375,1055,1887,211,2,20372,0,1,0,1,55,6,spammer
245,450,1022,90,1,2863,0,1,0,1,55,6,spammer
0,0,21,0,0,2,192,1,1,1,82,0,spammer
765,2043,2248,2399,2,21658,0,1,0,1,45,8,spammer
393,492,893,1310,4,25595,0,1,0,1,55,6,spammer
289,2098,2215,637,2,17620,0,1,0,1,55,6,spammer
95,51,68,3,0,69,9037,0,1,1,98,0,spammer
345,16,126,0,0,6,0,0,0,1,78,3,spammer
277,1035,1057,281,3,11964,18413,0,1,1,98,0,spammer
1044,0,48,0,0,82,0,1,0,1,54,0,spammer
464,62,126,10,1,622,0,0,0,1,74,1,spammer
558,775,773,152,1,33090,0,1,0,1,114,6,spammer
581,157,139,0,0,2065,0,0,0,1,61,0,spammer
47,106,687,0,0,1072,2102,0,1,1,59,0,spammer
615,605,952,196,0,3028,0,1,0,1,55,6,spammer
243,101,63,0,0,16998,0,0,0,1,56,0,spammer
197,1709,932,788,3,7999,0,1,0,1,55,6,spammer
221,429,742,10,0,506,0,2,0,1,58,4,spammer
585,198,374,152,0,3663,0,1,0,1,85,0,spammer
1589,10,300,0,0,13,0,0,0,1,35,0,spammer
1759,1705,1767,9,76,2425,1,0,1,1,129,2,spammer
650,67789,79,12,0,1134,0,0,0,1,41,0,spammer
648,370,1780,0,0,8875,0,0,0,1,53,2,spammer
648,0,238,0,0,320,0,0,0,1,36,0,spammer
454,0,0,0,0,49,0,0,0,1,30,0,spammer
715,28,31,115,0,2447,0,0,1,1,101,0,spammer
761,532,723,654,1,19723,0,1,1,1,116,6,spammer
1543,5342,471,678,10,23356,0,1,0,1,56,4,spammer
59,468,337,4757,0,2210,0,0,0,1,85,0,spammer
76,81,1436,25,0,591,0,1,0,1,55,6,spammer
137,106,74,0,1,10760,0,0,0,1,48,0,spammer
661,0,11,0,0,6199,0,0,0,2,1,0,spammer
29,0,7,0,0,467,52,0,1,1,74,0,spammer
758,930,79,22,1,13677,0,0,0,1,75,2,spammer
493,1574,886,677,4,78519,0,1,0,1,110,7,spammer
1322,8,294,2,0,236,0,0,0,1,38,0,spammer
620,571,59,0,0,33,9,1,1,1,100,0,spammer
224,2,805,0,0,2367,0,0,0,1,38,0,spammer
1378,425,185,5,0,4035,0,1,0,1,15,0,spammer
189,349,174,1090,0,420,0,0,0,1,44,2,spammer
711,285,550,1711,2,3888,0,1,0,1,55,6,spammer
201,1060,1050,453,2,900,0,1,0,1,58,0,spammer
916,5,197,0,0,1392,0,0,0,1,23,0,spammer
56,916,2003,324,0,3332,0,2,0,1,98,1,spammer
4,286,448,0,0,168,0,2,0,1,87,2,spammer
5,1182,1259,13,0,2492,92,0,1,1,118,7,spammer
324,493,328,687,0,9263,1,2,2,1,82,4,spammer
412,2,11,4,0,9,0,0,0,1,31,4,spammer
83,136,92,79,0,1931,3,1,4,1,118,7,spammer
816,0,0,0,0,122,0,1,0,1,46,3,spammer
90,460,1618,1,0,2346,1536,0,1,1,42,0,spammer
110,1,7,0,0,2503,0,0,0,1,34,0,spammer
879,897,885,2,0,876,686,0,1,1,118,7,spammer
660,1406,1208,7243,1,15458,0,1,0,1,91,0,spammer
248,723,1997,1,1,3432,0,0,0,1,75,2,spammer
1312,999,981,817,15,18873,0,1,0,1,55,6,spammer
1395,1,106,1,0,713,0,0,0,1,37,0,spammer
231,149,41,0,0,45402,0,2,0,1,89,4,spammer
287,0,0,0,0,114,0,0,0,1,36,1,spammer
1179,1,293,0,0,68,0,0,0,2,28,0,spammer
1063,506,324,12,7,912,0,0,0,1,83,0,spammer
1495,82,524,0,3,1240,0,0,0,2,58,4,spammer
10,133,93,5,0,35,0,0,0,1,61,3,spammer
171,65,82,0,0,843,0,0,0,1,0,0,spammer
429,325,240,217,0,2510,0,1,0,1,95,15,spammer
990,4,452,1,0,84,5,0,1,2,77,24,spammer
116,5,8,55,0,1634,0,2,0,1,101,2,spammer
853,1,873,0,0,76,0,0,0,2,94,20,spammer
1131,0,1,0,0,2000,0,0,0,1,38,0,spammer
368,465,409,62,0,4044,106306,0,1,1,106,0,spammer
259,580,397,287,0,3631,0,1,0,1,91,0,spammer
55,2442,2433,6,0,1825,714,0,1,1,118,7,spammer
649,108,81,109,2,1144,0,0,0,1,102,9,spammer
1466,181,557,3,0,2637,0,0,0,2,26,0,spammer
324,1685,1264,335,1,8850,0,1,0,1,55,6,spammer
776,0,335,0,0,79,0,0,0,2,16,3,spammer
803,185,488,3478,1,10191,0,1,0,1,55,6,spammer
1867,121,510,59,7,1713,0,0,0,1,52,0,spammer
898,3000,3020,600,1,26909,0,2,1,1,77,1,spammer
690,1609,1575,200,5,56453,0,2,1,1,83,6,spammer
978,167,182,16,0,390,0,0,0,1,64,0,spammer
207,715,594,16,0,7403,0,1,0,1,86,0,spammer
298,12259,1328,0,9,95754,773,0,1,1,118,7,spammer
634,12,49,0,0,81,0,0,0,1,24,0,spammer
98,468,1749,1,0,2325,110,0,1,1,39,0,spammer
1106,1950,1088,1490,5,71199,0,2,0,1,54,8,spammer
160,418,795,9,0,190,0,0,0,1,68,0,spammer
43,3021,3011,0,1,8175,477,0,1,1,118,7,spammer
677,41,670,4,0,1726,0,0,0,2,63,0,spammer
13,28,112,0,0,38,0,1,0,1,64,0,spammer
213,90,56,10,1,1021,0,1,0,1,59,2,spammer
509,2178,544,1229,0,34176,0,2,0,1,65,1,spammer
103,269,553,703,0,3722,0,1,0,1,55,6,spammer
108,276,109,2,0,2690,248,0,1,1,118,7,spammer
570,1,15,0,0,39,0,0,0,2,60,1,spammer
349,665,528,999,0,28892,0,1,0,1,59,2,spammer
1027,2,1438,0,0,22,0,1,0,1,26,0,spammer
258,4,0,0,0,23266,0,0,0,1,39,4,spammer
855,1131,830,2478,1,12214,0,1,0,1,59,5,spammer
233,22,40,1,0,432,197,0,1,1,110,7,spammer
1032,209,311,0,0,559,0,0,0,2,40,3,spammer
242,524,499,33,0,6099,0,1,0,1,59,2,spammer
639,658,488,1778,0,5007,2,1,4,1,127,3,spammer
558,289,299,935,0,5390,1,2,5,1,115,15,spammer
668,9,2009,0,0,252,0,0,0,1,44,0,spammer
1018,1656,1567,86,0,5969,31,0,1,1,118,7,spammer
437,0,0,0,0,417,0,0,0,2,27,0,spammer
195,228,1700,0,0,125799,0,0,0,1,42,0,spammer
329,0,4,0,0,5,0,1,0,1,14,0,spammer
32,0,0,0,0,17,0,0,0,1,68,0,spammer
95,251,739,301,3,13855,0,1,1,1,105,1,spammer
617,1,584,0,0,652,0,0,0,1,60,0,spammer
1185,1,373,1,0,804,0,0,0,1,43,3,spammer
1017,1,303,0,0,51,0,0,0,2,25,0,spammer
228,8,1896,0,0,3827,0,0,0,1,30,6,spammer
83,5261,4675,10920,3,19176,0,2,0,1,110,3,spammer
173,2,16,0,0,458,0,0,0,1,32,0,spammer
1569,8,6,0,0,16,0,1,0,1,21,2,spammer
57,1,0,0,0,680,0,0,0,1,30,0,spammer
555,870,2001,289,1,6312,0,0,0,1,74,1,spammer
251,1324,1575,5,0,3302,14276,0,1,1,98,0,spammer
733,122,104,0,0,268,1,0,1,1,46,2,spammer
88,468,1605,1,0,2419,2711,0,1,1,58,0,spammer
102,8430,9253,1,3,13508,970,0,1,1,118,7,spammer
159,191,8,0,0,28133,0,0,0,1,71,0,spammer
474,1814,1558,721,3,8997,0,0,0,1,75,2,spammer
62,247,114,9,0,2310,784,0,1,1,118,7,spammer
660,2095,2270,170,0,6495,176,0,1,1,118,7,spammer
160,651,491,6,0,1714,51,0,1,1,118,7,spammer
18,0,5,0,0,39,6835,0,1,1,69,0,spammer
174,622,738,57,1,10862,0,0,0,1,108,0,spammer
1274,111,37,0,27,1112,0,0,0,1,29,2,spammer
1109,127,137,2,3,7539,0,0,0,2,46,0,spammer
109,492,353,2846,0,14022,0,1,0,1,60,6,spammer
673,359,169,236,7,11662,4,0,1,1,98,4,spammer
1379,19,1808,3,0,1284,0,0,0,1,48,0,spammer
298,5157,5599,11,4,10975,0,2,0,1,93,2,spammer
795,174,508,1297,0,7964,0,0,0,1,68,4,spammer
265,687,618,125,1,10669,0,1,0,1,58,0,spammer
602,421,366,123,0,1419,1,1,2,1,93,3,spammer
359,1571,1910,10,0,3865,535,0,1,1,118,7,spammer
295,1,1,0,0,2516,0,0,0,2,80,25,spammer
275,77,128,61,2,349,0,1,0,1,55,6,spammer
210,282,1700,0,1,136140,0,0,0,1,49,0,spammer
1378,0,268,0,0,100,75,0,1,1,67,4,spammer
1010,469,525,0,1,30936,1,4,1,1,108,0,spammer
570,764,45,0,2,2806,750,0,1,1,118,7,spammer
761,9,656,0,0,2669,0,0,0,1,21,0,spammer
867,386,383,940,0,23943,1,1,4,1,125,10,spammer
1566,89,415,3,1,2230,0,0,0,1,34,0,spammer
89,79,150,78,0,2257,1,2,1,1,101,0,spammer
51,5,17,0,0,217,0,0,0,1,45,2,spammer
42,3024,3013,0,1,8115,369,0,1,1,118,7,spammer
470,284,359,179,0,1326,0,1,0,1,55,6,spammer
2230,2,179,0,0,677,0,0,0,1,33,0,spammer
1747,149,613,18,10,831,0,0,0,1,50,0,spammer
580,2,473,0,0,71,0,1,0,1,25,0,spammer
3,1,172,0,0,108,164,2,1,1,112,0,spammer
20,41,91,93,0,1011,315,0,1,1,118,3,spammer
307,182,144,1183,1,2661,0,0,0,1,60,4,spammer
216,540,715,421,0,3407,0,1,0,1,55,6,spammer
504,6118,5812,119,42,18793,0,1,0,1,104,0,spammer
22,0,10,0,0,27,0,0,0,1,33,0,spammer
244,248,2005,14,0,24954,0,0,0,2,1,0,spammer
1377,16,1753,3,0,766,0,0,0,1,42,0,spammer
26,0,1,0,0,64,0,1,0,1,22,0,spammer
197,663,648,35,1,939,0,1,0,1,55,6,spammer
471,8,18,4,0,221,0,1,0,1,58,0,spammer
25,68,206,6,0,1008,0,0,0,1,54,0,spammer
1694,5,161,0,0,1193,2,0,1,2,74,23,spammer
1322,8,294,2,0,237,0,0,0,1,35,2,spammer
961,48,94,1,0,512,0,0,0,2,1,0,spammer
103,168,164,57,0,456,256,2,1,1,118,0,spammer
53,687,2001,32,0,662,553,2,1,1,118,0,spammer
140,1147,138,44,0,26183,0,1,0,1,57,4,spammer
730,0,408,0,0,462,0,0,0,1,32,1,spammer
751,336,170,3402,2,18153,0,1,1,1,93,0,spammer
806,2,24,0,0,4,0,0,1,1,105,0,spammer
537,1,2,0,0,1,0,0,0,1,0,0,spammer
485,630,205,95,0,47396,0,1,0,1,62,2,spammer
7,192,329,396,0,1403,784,0,1,1,118,7,spammer
403,142,127,2236,1,15029,2,1,2,1,101,5,spammer
346,4,13,0,0,1,0,0,0,1,0,0,spammer
256,564,554,2,1,613,0,1,0,1,55,6,spammer
81,422,1617,1,2,2501,274,0,1,1,40,2,spammer
1093,1022,74,289,1,11164,0,1,0,1,66,4,spammer
676,9283,10067,13,22,23633,0,0,0,1,77,0,spammer
1322,0,0,0,0,70,0,1,0,1,32,0,spammer
834,1,1,0,0,96,0,1,0,1,32,0,spammer
343,0,0,0,0,2372,0,0,0,2,68,20,spammer
217,0,3,0,0,8,0,0,0,1,56,0,spammer
19,2,51,0,0,2,3,4,1,1,109,4,spammer
811,104,371,1,3,13475,0,0,0,1,0,0,spammer
102,363,145,417,0,2179,0,0,0,1,75,2,spammer
739,0,2,0,0,37,0,0,0,1,45,1,spammer
790,1,13,0,0,2166,0,0,0,2,56,20,spammer
431,151,141,696,0,2859,0,0,0,1,59,3,spammer
42,9,7,0,0,714,150,0,1,1,55,0,spammer
854,205,91,3,1,5485,0,1,0,1,59,6,spammer
1240,709,822,779,8,28240,0,2,1,1,89,0,spammer
202,2,11,1,0,107,0,1,0,1,71,0,spammer
592,540,1252,16,0,2072,0,1,0,1,59,5,spammer
720,56,141,17,0,276,0,2,0,1,109,3,spammer
311,26985,202,1307,127,13465,1,1,1,1,115,0,spammer
96,459,1789,1,0,2720,66,0,1,1,47,2,spammer
803,192,97,23,0,473,0,0,0,1,75,2,spammer
294,6301,6287,3401,13,7340,0,2,0,1,110,2,spammer
386,197,140,67,0,641,0,0,0,1,59,3,spammer
97,472,1806,1,0,2730,950,0,1,1,42,0,spammer
718,6,253,0,0,478,0,0,0,1,55,1,spammer
407,0,211,0,0,281,0,1,0,1,16,0,spammer
1028,467,1398,649,0,6056,0,1,0,1,55,6,spammer
568,3,252,0,0,149,0,0,0,1,39,0,spammer
123,12,23,0,0,240,0,0,0,1,0,0,spammer
225,534,143,40,0,44404,0,1,0,1,55,9,spammer
942,976,416,244,0,6317,0,1,0,1,40,4,spammer
102,0,2,0,0,877,1,0,1,2,82,20,spammer
16,110,112,4,0,41,0,0,0,1,74,1,spammer
751,3,36,0,0,149,0,0,0,1,27,0,spammer
820,306,318,62,0,1982,1,1,2,1,95,3,spammer
1050,15,360,3,1,1049,0,0,0,1,20,0,spammer
888,0,0,0,0,2267,0,0,0,2,50,20,spammer
135,1,168,0,0,592,0,0,0,1,36,1,spammer
111,69,71,10,0,41,0,0,0,1,44,2,spammer
76,902,2004,27,0,709,365,0,1,1,113,4,spammer
40,1120,1482,37,0,2751,0,0,0,1,75,2,spammer
963,16527,31,1,106,504219,0,6,0,1,60,1,spammer
225,533,140,40,0,44686,0,2,0,1,73,0,spammer
1369,26,0,0,0,96,0,1,0,1,30,0,spammer
919,2166,1951,3134,18,7243,0,1,0,1,56,7,spammer
163,336,63,14,0,2138,0,1,3,1,106,3,spammer
847,17,252,7,0,184,0,1,0,1,27,0,spammer
583,193,156,7,0,1382,571,0,1,1,118,7,spammer
1608,0,0,0,0,1,0,0,0,1,0,0,spammer
772,0,9,0,0,64,0,1,0,1,40,0,spammer
48,1,5,0,0,143,0,0,0,1,42,0,spammer
1815,11,14,4,0,47,0,0,0,1,37,0,spammer
816,0,5,0,0,31,0,0,0,2,47,20,spammer
405,0,1,0,0,15,0,0,0,2,57,2,spammer
75,0,10,0,0,277,0,1,0,1,16,0,spammer
841,18,20,12,0,2509,0,0,1,1,104,0,spammer
599,1,151,0,0,210,0,0,0,1,75,4,spammer
829,5018,2922,1204,4,37927,0,0,0,1,82,5,spammer
287,3492,1790,160,2,29644,0,2,1,1,71,0,spammer
91,2617,2649,45,0,7588,427,0,1,1,118,7,spammer
1346,351,332,33,3,37180,0,1,0,1,49,3,spammer
