@relation 'spam-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R8,12'

@attribute account_age numeric
@attribute no_follower numeric
@attribute no_following numeric
@attribute no_userfavourites numeric
@attribute no_lists numeric
@attribute no_tweets numeric
@attribute no_retweets numeric
@attribute no_hashtag numeric
@attribute no_usermention numeric
@attribute no_urls numeric
@attribute no_char numeric
@attribute no_digits numeric
@attribute class {spammer,non-spammer}

@data
1543,12,17,9,8,1736,3,0,1,5,30,0,spammer
526,124,2001,0,1,732,0,0,0,2,30,0,spammer
102,1464,1300,10,1,8547,0,1,1,1,104,2,spammer
699,0,131,0,0,204,0,0,0,1,62,1,spammer
326,781,280,12,2,27286,0,1,1,1,105,6,spammer
1876,9,674,0,0,338,0,0,0,1,37,0,spammer
1543,12,17,9,8,1737,3,0,1,5,30,0,spammer
102,1464,1300,10,1,8547,0,1,1,1,109,8,spammer
326,781,280,12,2,27287,0,1,0,1,39,1,spammer
449,1,287,0,0,1097,0,0,0,1,41,4,spammer
195,1444,469,152,1,10899,0,1,0,1,95,15,spammer
326,781,280,12,2,27288,0,1,0,1,87,5,spammer
1652,3,238,0,0,331,0,0,0,1,25,0,spammer
326,781,280,12,2,27289,0,1,0,1,75,3,spammer
195,1444,469,152,1,10900,0,1,0,1,63,2,spammer
954,3,420,0,0,322,0,0,0,1,27,0,spammer
694,1,0,0,0,336,0,0,0,1,47,1,spammer
1543,12,17,9,8,1738,3,0,1,5,30,0,spammer
1475,18,493,0,0,316,0,0,0,1,29,0,spammer
1926,22,771,0,1,224,0,0,0,1,41,0,spammer
195,1444,469,152,1,10901,0,1,0,1,79,3,spammer
326,781,280,12,2,27291,0,1,0,1,107,2,spammer
326,781,280,12,2,27290,0,1,1,1,110,4,spammer
195,1444,469,152,1,10903,0,1,0,1,56,0,spammer
326,781,280,12,2,27292,0,1,1,1,95,7,spammer
163,51,1675,457,0,1457,486,3,1,1,118,0,spammer
195,1444,469,152,1,10904,0,1,0,1,81,2,spammer
259,2,26,0,0,346,0,0,0,1,41,0,spammer
102,1464,1300,10,1,8549,0,1,0,1,87,5,spammer
326,781,280,12,2,27293,0,2,0,1,62,1,spammer
965,2,2,0,0,334,0,0,0,1,30,0,spammer
326,781,280,12,2,27294,0,2,0,1,74,0,spammer
1504,0,201,0,0,314,0,0,0,1,30,0,spammer
102,1464,1300,10,1,8550,0,1,0,1,38,1,spammer
874,1258,1748,62,8,34554,1,1,6,1,103,3,spammer
509,1,511,2,0,254,0,0,0,1,63,1,spammer
326,781,280,12,2,27294,0,2,0,1,67,1,spammer
1543,12,17,9,8,1739,3,0,1,5,30,0,spammer
1432,34,329,0,0,850,0,0,0,1,74,0,spammer
326,781,280,12,2,27296,0,2,0,1,68,0,spammer
695,3,16,3,0,3,0,0,0,1,86,0,spammer
102,1464,1300,10,1,8551,0,1,0,1,76,4,spammer
57,953,1225,0,0,30076,0,0,0,1,62,0,spammer
102,1464,1300,10,1,8552,0,1,0,1,106,3,spammer
259,3,245,0,0,340,0,0,0,1,41,0,spammer
129,131,1100,218,0,796,0,0,0,1,68,0,spammer
533,0,1,0,0,380,0,0,0,1,21,0,spammer
800,0,249,1,0,299,0,0,0,1,18,3,spammer
326,781,280,12,2,27297,0,2,0,1,65,1,spammer
1543,12,17,9,8,1740,3,0,1,5,30,0,spammer
86,158,454,7,0,866,0,2,0,1,91,2,spammer
976,114,34,22,3,12879,0,1,0,1,59,2,spammer
326,781,280,12,2,27298,0,2,0,1,69,0,spammer
73,36,48,0,0,112,0,0,0,1,23,0,spammer
1554,24,2002,0,0,183,0,0,0,1,41,2,spammer
80,27,45,0,0,80,1,0,1,1,49,4,spammer
259,3,245,0,0,341,0,0,0,1,37,0,spammer
74,24,59,0,0,101,0,0,0,1,18,0,spammer
129,14,3,681,0,8116,0,2,0,1,96,2,spammer
664,269,181,621,0,6754,0,1,0,1,66,4,spammer
1164,193,200,0,0,9317,0,1,0,2,59,0,spammer
456,25,161,0,0,12075,0,1,0,1,56,0,spammer
85,695,981,19,3,1224,0,0,0,1,75,0,spammer
102,1464,1300,10,1,8553,0,1,1,1,89,2,spammer
486,686,413,481,0,50783,0,1,0,1,68,6,spammer
486,686,413,481,0,50785,0,1,0,1,60,6,spammer
267,3,364,0,0,294,0,0,0,1,49,0,spammer
30,6,22,0,0,49,4,0,1,1,35,0,spammer
155,51,26,41,0,853,0,0,0,1,60,4,spammer
102,1464,1300,10,1,8554,0,1,1,1,111,6,spammer
326,781,280,12,2,27299,0,2,0,1,61,1,spammer
80,25,32,0,0,90,3,0,1,1,46,2,spammer
794,1521,1530,921,13,18247,0,1,0,1,66,4,spammer
213,190,132,133,0,1756,0,1,0,1,56,7,spammer
794,1521,1530,921,13,18248,0,1,0,1,58,4,spammer
91,121,118,1,0,170,0,0,0,1,59,3,spammer
1712,1,251,0,0,338,0,0,0,1,13,3,spammer
402,4,315,0,0,325,0,0,0,1,44,0,spammer
1300,1,1,0,0,342,0,0,0,1,35,1,spammer
1543,12,17,9,8,1741,3,0,1,5,30,0,spammer
611,0,227,0,0,1047,0,0,0,1,20,3,spammer
80,27,46,0,0,66,5,0,1,1,41,0,spammer
80,34,41,0,0,87,0,0,0,1,24,0,spammer
108,1517,1980,211,1,4998,0,1,0,1,59,2,spammer
730,642,689,83,0,1773,0,1,0,1,55,6,spammer
108,1517,1980,211,1,4999,0,1,0,1,56,4,spammer
781,2,135,0,0,188,0,0,0,1,82,0,spammer
252,128,120,0,0,224,0,0,0,1,23,0,spammer
1436,193,2000,15,1,1488,1,0,1,1,77,0,spammer
992,197,241,257,0,993,0,0,0,1,59,3,spammer
91,41,60,0,0,103,9,0,1,1,38,0,spammer
294,607,491,267,0,7260,0,0,0,1,101,8,spammer
1520,2082,0,0,0,1234,0,0,0,1,40,0,spammer
75,27,37,0,0,93,7,0,1,1,35,0,spammer
280,522,462,1997,0,9073,0,1,0,1,59,2,spammer
1169,836,854,247,1,19475,0,1,0,1,59,2,spammer
102,1464,1300,10,1,8555,0,2,0,1,74,0,spammer
88,33,40,0,0,84,0,0,0,1,38,0,spammer
791,1,178,0,0,198,0,0,0,1,74,0,spammer
73,40,55,0,0,88,2,0,1,1,28,0,spammer
102,1464,1300,10,1,8556,0,2,0,1,62,1,spammer
68,1,10,0,0,28545,0,1,0,1,51,1,spammer
284,1476,1197,1341,11,14097,0,1,0,1,55,6,spammer
598,1792,435,151,4,21521,0,1,0,1,59,2,spammer
75,27,37,0,0,94,0,0,0,1,18,0,spammer
102,1464,1300,10,1,8557,0,2,0,1,67,1,spammer
439,1745,1373,1558,0,37332,0,1,0,1,68,6,spammer
75,39,41,0,0,96,0,0,0,1,14,0,spammer
439,1745,1373,1558,0,37334,0,1,0,1,62,8,spammer
1280,3474,2934,234,6,43896,0,1,0,1,55,6,spammer
111,6,22,0,0,56,0,0,0,1,21,0,spammer
741,754,696,903,1,16093,0,1,0,1,66,4,spammer
1737,2,198,0,0,2310,0,0,0,1,42,4,spammer
1467,304,307,822,6,4875,0,1,0,1,55,6,spammer
80,33,38,0,0,84,0,0,0,1,21,0,spammer
185,114,108,249,0,251,0,0,0,1,99,6,spammer
102,1464,1300,10,1,8558,0,2,0,1,61,1,spammer
939,3,136,0,0,219,0,0,0,1,64,0,spammer
212,160,156,1990,0,389,1,0,2,1,95,0,spammer
148,99,58,0,0,195,8,0,1,1,29,0,spammer
403,728,550,6673,0,15096,0,0,0,1,101,8,spammer
651,2,586,0,0,333,0,0,0,1,23,0,spammer
171,57,75,0,0,779,0,0,0,1,0,0,spammer
236,273,242,337,0,6876,0,1,0,1,55,6,spammer
538,682,1351,1168,0,9981,0,1,0,1,59,2,spammer
94,35,45,0,0,103,1,0,1,1,41,0,spammer
1715,4,388,0,0,329,0,0,0,1,40,0,spammer
343,255,233,65,0,575,0,1,0,1,54,6,spammer
271,1110,236,248,0,12709,0,1,0,1,68,6,spammer
303,669,798,26,0,3995,0,1,0,1,55,6,spammer
271,1110,236,248,0,12711,0,1,0,1,60,6,spammer
839,6,166,0,0,225,0,0,0,1,79,1,spammer
400,757,1003,0,0,12291,0,0,0,1,45,4,spammer
1193,898,385,1488,5,22121,0,1,0,1,55,6,spammer
1225,264,264,2138,0,24557,0,1,0,1,66,4,spammer
1225,264,264,2138,0,24557,0,1,0,1,60,6,spammer
758,9942,6638,12707,9,18277,0,1,0,1,59,2,spammer
1278,1195,706,5892,4,33319,0,1,0,1,55,6,spammer
309,870,543,16,2,10674,0,1,0,1,66,4,spammer
179,78,111,0,0,1012,0,0,0,1,0,0,spammer
603,0,5,0,0,312,2,0,1,1,69,1,spammer
901,1,557,0,0,204,0,0,0,1,52,4,spammer
309,870,543,16,2,10676,0,1,0,1,59,5,spammer
829,394,311,2116,4,11951,0,1,0,1,55,6,spammer
144,0,334,0,0,318,0,0,0,1,54,0,spammer
639,7809,8499,2,24,5975,0,0,0,1,39,5,spammer
1049,1,266,0,0,344,0,0,0,1,46,1,spammer
60,0,0,0,0,940,0,0,0,1,92,0,spammer
1054,476,488,1566,0,10055,0,1,0,1,55,6,spammer
332,1076,511,1550,0,2824,0,0,0,1,59,3,spammer
290,231,311,63,0,694,0,1,0,1,66,4,spammer
290,231,311,63,0,696,0,1,0,1,59,5,spammer
1035,0,2,0,0,305,0,0,0,1,23,0,spammer
110,173,182,3,0,3140,0,1,0,1,59,2,spammer
102,1464,1300,10,1,8559,0,2,0,1,69,0,spammer
1158,2562,2511,309,12,69025,0,1,0,1,55,6,spammer
110,173,182,3,0,3141,0,1,0,1,58,4,spammer
186,1,229,2,0,332,0,0,0,1,43,0,spammer
25,9,51,1,0,163,27,1,1,1,62,1,spammer
1046,536,1060,238,0,11364,0,1,0,1,66,4,spammer
151,188,182,0,0,622,0,0,0,1,23,0,spammer
359,4780,2687,11,11,2187,0,1,0,1,55,6,spammer
1737,2,198,0,0,2311,0,0,0,1,39,4,spammer
1046,536,1060,238,0,11365,0,1,0,1,59,5,spammer
854,5,1329,0,0,320,0,0,0,1,39,3,spammer
851,1154,156,125,3,32572,0,1,0,1,55,6,spammer
567,1822,562,6624,5,18999,0,1,0,1,66,4,spammer
326,781,280,12,2,27300,0,2,1,1,75,4,spammer
567,1822,562,6624,5,19001,0,1,0,1,60,6,spammer
973,691,908,121,2,1770,0,1,0,1,55,6,spammer
326,781,280,12,2,27301,0,2,0,1,58,7,spammer
152,3,28,0,0,23697,0,0,1,1,36,0,spammer
1702,0,3,0,0,356,0,0,0,1,49,0,spammer
171,64,89,0,0,787,0,0,0,1,0,0,spammer
2083,18,13,59,0,4367,0,0,0,1,40,0,spammer
611,34559,36289,11,35,37151,0,0,0,1,112,3,spammer
448,189,137,656,3,9000,0,1,0,1,59,2,spammer
326,781,280,12,2,27302,0,2,1,1,77,4,spammer
1362,917,181,39,10,2242,0,1,0,1,55,6,spammer
388,0,12,3,0,3,0,0,0,1,72,0,spammer
102,1464,1300,10,1,8560,0,2,0,1,68,0,spammer
584,336,211,2753,1,24179,0,1,0,1,55,6,spammer
102,1464,1300,10,1,8561,0,2,0,1,66,2,spammer
326,781,280,12,2,27303,0,2,1,1,80,4,spammer
503,0,129,0,0,204,0,0,0,1,70,0,spammer
694,1,0,0,0,337,0,0,0,1,29,0,spammer
326,781,280,12,2,27304,0,1,2,1,75,4,spammer
140,857,895,1944,3,14175,0,1,0,1,55,6,spammer
326,781,280,12,2,27305,0,2,1,1,65,4,spammer
1385,1154,808,2318,1,36883,0,1,0,1,55,6,spammer
1688,25,52,1,0,987,0,0,0,1,41,0,spammer
171,70,83,0,0,975,0,0,0,1,0,0,spammer
691,245,354,885,1,16342,0,1,0,1,55,6,spammer
574,1,14,0,0,504,0,0,0,1,38,1,spammer
171,77,86,0,0,733,0,0,0,1,0,0,spammer
306,1328,2002,0,3,818,6,0,1,1,14,0,spammer
415,1,291,0,0,210,0,0,0,1,50,2,spammer
326,781,280,12,2,27306,0,3,1,1,116,4,spammer
951,1595,677,8827,16,45177,0,1,0,1,55,6,spammer
1695,603,1972,1267,1,6080,0,0,0,1,67,0,spammer
326,781,280,12,2,27307,0,2,1,1,102,10,spammer
326,781,280,12,2,27308,0,2,1,1,77,4,spammer
587,24,173,10,0,712,0,0,0,1,46,0,spammer
2120,793,1984,45,8,42712,0,1,0,1,68,0,spammer
829,1,120,0,0,211,0,0,0,1,81,0,spammer
1355,6,9,0,0,67,0,1,0,1,45,0,spammer
443,1,217,0,0,336,0,0,0,1,52,0,spammer
833,0,0,0,0,62,0,1,0,1,32,0,spammer
781,2,23,8,0,491,0,0,0,1,62,7,spammer
1322,0,0,0,0,61,0,1,0,1,29,0,spammer
171,73,91,0,0,922,0,0,0,1,0,0,spammer
583,383,1932,0,3,15445,0,0,0,1,97,4,spammer
139,42,81,0,0,1067,0,0,0,1,0,0,spammer
684,1,332,0,0,61,0,1,0,1,34,0,spammer
298,2,55,0,0,334,0,0,0,1,40,1,spammer
349,0,2,0,0,60,0,1,0,1,34,0,spammer
809,0,3,0,0,56,0,1,0,1,35,0,spammer
1111,1,10,0,0,65,0,1,0,1,32,0,spammer
1238,0,1,0,0,65,0,1,0,1,40,0,spammer
537,1,0,0,0,64,0,1,0,1,39,0,spammer
977,0,0,0,0,61,0,1,0,1,41,0,spammer
171,73,108,0,0,1289,0,0,0,1,0,0,spammer
962,0,0,0,0,60,0,1,0,1,33,0,spammer
793,0,0,0,0,61,0,1,0,1,43,0,spammer
731,20,32,0,0,71,0,1,0,1,37,0,spammer
530,3,18,3,0,103,0,1,0,1,42,0,spammer
727,0,10,0,0,62,0,1,0,1,36,0,spammer
655,1,6,0,0,61,0,1,0,1,41,0,spammer
1644,26,10,7,1,323,0,1,0,1,38,0,spammer
1432,34,329,0,0,851,0,0,0,1,74,0,spammer
516,9,2,0,0,63,0,1,0,1,22,0,spammer
481,0,6,0,0,76,0,1,0,1,47,0,spammer
894,2,2,0,0,62,0,1,0,1,37,0,spammer
1720,71,58,0,2,136,0,1,0,1,40,0,spammer
406,0,3,0,0,63,0,1,0,1,37,0,spammer
732,6,46,0,0,71,0,1,0,1,22,0,spammer
36,0,0,0,0,62,0,1,0,1,47,0,spammer
717,4,21,0,0,130,0,1,0,1,34,0,spammer
359,4,14,1,0,82,0,1,0,1,31,0,spammer
1303,91,77,5217,0,6645,0,1,0,1,22,0,spammer
1576,4,1,0,0,62,0,1,0,1,28,0,spammer
630,24,166,0,0,73,0,1,0,1,34,0,spammer
294,0,0,0,0,62,0,1,0,1,32,0,spammer
806,3,1482,0,0,69,0,1,0,1,24,0,spammer
1269,6,5,0,0,61,0,1,0,1,31,0,spammer
1457,7,108,0,0,61,0,1,0,1,26,0,spammer
799,0,134,0,0,212,0,0,0,1,64,2,spammer
171,73,73,0,0,811,0,0,0,1,0,0,spammer
257,0,10,0,0,340,0,0,0,1,43,2,spammer
139,48,66,0,0,1042,0,0,0,1,0,0,spammer
833,0,0,0,0,63,0,1,0,1,22,0,spammer
546,2,14,0,0,62,0,1,0,1,20,0,spammer
1355,6,9,0,0,68,0,1,0,1,34,0,spammer
790,2,22,0,0,359,0,1,0,1,46,0,spammer
1667,23,2,0,1,63,0,1,0,1,23,0,spammer
797,4,8,1,0,79,0,1,0,1,23,0,spammer
349,0,2,0,0,61,0,1,0,1,20,0,spammer
964,0,391,0,0,61,0,1,0,1,32,0,spammer
1322,0,0,0,0,62,0,1,0,1,22,0,spammer
809,0,3,0,0,57,0,1,0,1,23,0,spammer
950,0,2,0,0,307,0,0,0,1,38,0,spammer
537,1,0,0,0,65,0,1,0,1,40,0,spammer
724,1,68,0,0,60,0,1,0,1,25,0,spammer
643,2,200,0,0,56,0,1,0,1,40,0,spammer
977,0,0,0,0,62,0,1,0,1,21,0,spammer
1111,1,10,0,0,66,0,1,0,1,24,0,spammer
388,0,2,0,0,64,0,1,0,1,42,0,spammer
961,0,5,0,0,74,0,1,0,1,25,0,spammer
1238,0,1,0,0,66,0,1,0,1,31,0,spammer
739,1,74,0,0,61,0,1,0,1,30,0,spammer
516,9,2,0,0,64,0,1,0,1,29,0,spammer
962,0,0,0,0,60,0,1,0,1,23,0,spammer
1304,130,90,242,1,11838,0,1,0,1,22,0,spammer
530,3,18,3,0,104,0,1,0,1,19,0,spammer
255,0,5,0,0,68,0,1,0,1,27,0,spammer
1644,26,10,7,1,324,0,1,0,1,32,0,spammer
793,0,0,0,0,62,0,1,0,1,28,0,spammer
660,2,59,0,0,311,0,0,0,1,47,2,spammer
925,6,7,1,1,98,0,1,0,1,39,0,spammer
66,1,5,0,0,319,0,0,0,1,22,0,spammer
1638,9067,2918,78,19,72170,0,2,0,1,77,0,spammer
165,68,76,0,0,853,0,0,0,1,0,0,spammer
165,71,80,0,0,897,0,0,0,1,0,0,spammer
727,0,10,0,0,63,0,1,0,1,41,0,spammer
491,0,135,0,0,199,0,0,0,1,55,0,spammer
677,1,2,0,0,335,0,0,0,1,41,0,spammer
894,2,2,0,0,63,0,1,0,1,20,0,spammer
655,1,6,0,0,62,0,1,0,1,22,0,spammer
481,0,6,0,0,77,0,1,0,1,30,0,spammer
112,489,605,0,2,2873,0,0,0,1,56,0,spammer
894,4,43,0,0,276,0,1,0,1,30,0,spammer
1366,2,127,0,0,61,0,1,0,1,19,0,spammer
1576,4,1,0,0,63,0,1,0,1,30,0,spammer
732,6,46,0,0,72,0,1,0,1,25,0,spammer
680,2,4,0,0,61,0,1,0,1,18,0,spammer
731,20,32,0,0,72,0,1,0,1,18,0,spammer
717,4,21,0,0,131,0,1,0,1,18,0,spammer
1603,0,1,0,0,118,0,1,0,1,28,0,spammer
684,1,332,0,0,62,0,1,0,1,48,0,spammer
1269,6,5,0,0,62,0,1,0,1,42,0,spammer
36,0,0,0,0,63,0,1,0,1,18,0,spammer
124,1,1,0,0,62,0,1,0,1,20,0,spammer
312,0,2,0,0,63,0,1,0,1,25,0,spammer
1303,91,77,5217,0,6646,0,1,0,1,24,0,spammer
630,24,166,0,0,74,0,1,0,1,30,0,spammer
406,0,3,0,0,64,0,1,0,1,55,0,spammer
1720,71,58,0,2,137,0,1,0,1,23,0,spammer
1157,0,129,0,0,179,0,0,0,1,59,0,spammer
1268,1,1,0,0,188,0,1,0,1,29,0,spammer
833,0,0,0,0,64,0,1,0,1,22,0,spammer
707,0,0,0,0,61,0,1,0,1,27,0,spammer
359,4,14,1,0,82,0,1,0,1,28,0,spammer
908,0,1,0,0,61,0,1,0,1,38,0,spammer
1153,1,54,0,0,62,0,1,0,1,26,0,spammer
171,69,94,0,0,819,0,0,0,1,0,0,spammer
806,3,1482,0,0,70,0,1,0,1,16,0,spammer
1457,7,108,0,0,62,0,1,0,1,31,0,spammer
797,4,8,1,0,80,0,1,0,1,31,0,spammer
1549,4,2,0,0,61,0,1,0,1,22,0,spammer
809,0,3,0,0,58,0,1,0,1,19,0,spammer
349,0,2,0,0,62,0,1,0,1,25,0,spammer
294,0,0,0,0,63,0,1,0,1,34,0,spammer
1355,6,9,0,0,69,0,1,0,1,22,0,spammer
600,153,102,25,1,2929,0,0,1,1,97,17,spammer
537,1,0,0,0,66,0,1,0,1,18,0,spammer
1111,1,10,0,0,67,0,1,0,1,17,0,spammer
546,2,14,0,0,63,0,1,0,1,25,0,spammer
964,0,391,0,0,62,0,1,0,1,27,0,spammer
977,0,0,0,0,63,0,1,0,1,35,0,spammer
1667,23,2,0,1,64,0,1,0,1,26,0,spammer
1322,0,0,0,0,63,0,1,0,1,35,0,spammer
643,2,200,0,0,57,0,1,0,1,19,0,spammer
790,2,22,0,0,359,0,1,0,1,30,0,spammer
1238,0,1,0,0,67,0,1,0,1,28,0,spammer
1079,2,11,0,0,26,0,0,0,1,92,6,spammer
747,0,0,0,0,335,0,0,0,1,25,0,spammer
962,0,0,0,0,62,0,1,0,1,35,0,spammer
388,0,2,0,0,65,0,1,0,1,27,0,spammer
421,2,0,0,0,61,0,1,0,1,40,0,spammer
516,9,2,0,0,65,0,1,0,1,26,0,spammer
793,0,0,0,0,62,0,1,0,1,18,0,spammer
1403,1,380,0,0,300,0,0,0,1,53,1,spammer
1204,6,354,2,1,108,0,1,0,1,30,0,spammer
1644,26,10,7,1,325,0,1,0,1,19,0,spammer
878,3,108,11,0,278,0,1,0,1,20,0,spammer
727,0,40,0,0,63,0,1,0,1,32,0,spammer
130,1,10,0,0,61,0,1,0,1,33,0,spammer
530,3,18,3,0,105,0,1,0,1,49,0,spammer
727,0,10,0,0,64,0,1,0,1,20,0,spammer
925,6,7,1,1,99,0,1,0,1,34,0,spammer
739,1,74,0,0,61,0,1,0,1,30,0,spammer
1304,130,90,242,1,11839,0,1,0,1,45,0,spammer
481,0,6,0,0,78,0,1,0,1,24,0,spammer
738,8,73,0,1,4165,0,0,0,1,15,0,spammer
1068,2,1,0,0,712,0,0,0,1,32,0,spammer
655,1,6,0,0,63,0,1,0,1,28,0,spammer
1641,6,18,2,0,14,0,0,0,1,0,0,spammer
732,6,46,0,0,73,0,1,0,1,18,0,spammer
1576,4,1,0,0,64,0,1,0,1,27,0,spammer
731,20,32,0,0,73,0,1,0,1,23,0,spammer
894,2,2,0,0,64,0,1,0,1,30,0,spammer
894,4,43,0,0,277,0,1,0,1,23,0,spammer
680,2,4,0,0,62,0,1,0,1,24,0,spammer
255,0,5,0,0,69,0,1,0,1,32,0,spammer
724,1,68,0,0,61,0,1,0,1,28,0,spammer
961,0,5,0,0,75,0,1,0,1,29,0,spammer
312,0,2,0,0,64,0,1,0,1,18,0,spammer
684,1,332,0,0,63,0,1,0,1,30,0,spammer
36,0,0,0,0,64,0,1,0,1,38,0,spammer
1269,6,5,0,0,63,0,1,0,1,25,0,spammer
717,4,21,0,0,132,0,1,0,1,22,0,spammer
630,24,166,0,0,75,0,1,0,1,12,0,spammer
406,0,3,0,0,65,0,1,0,1,42,0,spammer
874,1,62,0,0,61,0,1,0,1,24,0,spammer
1303,91,77,5217,0,6647,0,1,0,1,21,0,spammer
124,1,1,0,0,63,0,1,0,1,40,0,spammer
806,3,1482,0,0,71,0,1,0,1,17,0,spammer
349,0,2,0,0,63,0,1,0,1,20,0,spammer
1414,0,2,0,0,318,0,0,0,1,37,0,spammer
1457,7,108,0,0,63,0,1,0,1,25,0,spammer
797,4,8,1,0,81,0,1,0,1,21,0,spammer
1238,0,1,0,0,68,0,1,0,1,37,0,spammer
537,1,0,0,0,67,0,1,0,1,30,0,spammer
1111,1,10,0,0,68,0,1,0,1,35,0,spammer
1013,2,52,0,0,61,0,1,0,1,46,1,spammer
546,2,14,0,0,64,0,1,0,1,33,0,spammer
809,0,3,0,0,59,0,1,0,1,47,0,spammer
977,0,0,0,0,64,0,1,0,1,44,0,spammer
964,0,391,0,0,63,0,1,0,1,31,0,spammer
1603,0,1,0,0,118,0,1,0,1,34,0,spammer
833,0,0,0,0,65,0,1,0,1,50,0,spammer
294,0,0,0,0,64,0,1,0,1,42,0,spammer
1322,0,0,0,0,64,0,1,0,1,59,0,spammer
1366,2,127,0,0,62,0,1,0,1,43,0,spammer
643,2,200,0,0,58,0,1,0,1,38,0,spammer
1153,1,54,0,0,63,0,1,0,1,41,0,spammer
1667,23,2,0,1,64,0,1,0,1,39,0,spammer
790,2,22,0,0,361,0,1,0,1,67,0,spammer
1268,1,1,0,0,189,0,1,0,1,41,0,spammer
962,0,0,0,0,62,0,1,0,1,44,0,spammer
359,4,14,1,0,83,0,1,0,1,37,0,spammer
707,0,0,0,0,62,0,1,0,1,27,0,spammer
1644,26,10,7,1,326,0,1,0,1,27,0,spammer
967,0,0,0,0,61,0,1,0,1,61,0,spammer
472,3,27,2,0,89,0,1,0,1,44,0,spammer
1100,5,15,0,0,61,0,1,0,1,38,0,spammer
388,0,2,0,0,66,0,1,0,1,42,0,spammer
1549,4,2,0,0,62,0,1,0,1,40,0,spammer
783,0,7,0,0,61,0,1,0,1,33,0,spammer
739,1,74,0,0,63,0,1,0,1,55,0,spammer
727,0,10,0,0,65,0,1,0,1,31,0,spammer
516,9,2,0,0,66,0,1,0,1,46,0,spammer
530,3,18,3,0,106,0,1,0,1,66,0,spammer
738,0,0,2,0,63,0,1,0,1,32,0,spammer
793,0,0,0,0,64,0,1,0,1,54,0,spammer
481,0,6,0,0,79,0,1,0,1,40,0,spammer
1720,71,58,0,2,138,0,1,0,1,35,0,spammer
421,2,0,0,0,62,0,1,0,1,24,0,spammer
130,1,10,0,0,62,0,1,0,1,22,0,spammer
1576,4,1,0,0,64,0,1,0,1,45,0,spammer
878,3,108,11,0,279,0,1,0,1,17,0,spammer
731,20,32,0,0,74,0,1,0,1,47,0,spammer
732,6,46,0,0,74,0,1,0,1,30,0,spammer
894,4,43,0,0,278,0,1,0,1,43,0,spammer
655,1,6,0,0,63,0,1,0,1,22,0,spammer
1462,3,387,0,0,180,0,0,0,1,56,0,spammer
908,0,1,0,0,62,0,1,0,1,18,0,spammer
62,0,6,0,0,305,0,0,0,1,40,1,spammer
680,2,4,0,0,62,0,1,0,1,17,0,spammer
1304,130,90,242,1,11840,0,1,0,1,21,0,spammer
36,0,0,0,0,65,0,1,0,1,29,0,spammer
894,2,2,0,0,65,0,1,0,1,33,0,spammer
630,24,166,0,0,76,0,1,0,1,41,0,spammer
1204,6,354,2,1,110,0,1,0,1,34,0,spammer
406,0,3,0,0,66,0,1,0,1,32,0,spammer
312,0,2,0,0,65,0,1,0,1,31,0,spammer
255,0,5,0,0,70,0,1,0,1,36,0,spammer
1303,91,77,5217,0,6648,0,1,0,1,33,0,spammer
684,1,332,0,0,64,0,1,0,1,28,0,spammer
349,0,2,0,0,64,0,1,0,1,39,0,spammer
1269,6,5,0,0,64,0,1,0,1,26,0,spammer
546,2,14,0,0,65,0,1,0,1,44,0,spammer
1457,7,108,0,0,64,0,1,0,1,38,0,spammer
961,0,5,0,0,76,0,1,0,1,28,0,spammer
124,1,1,0,0,64,0,1,0,1,18,0,spammer
1238,0,1,0,0,69,0,1,0,1,60,0,spammer
977,0,0,0,0,65,0,1,0,1,29,0,spammer
797,4,8,1,0,82,0,1,0,1,31,0,spammer
537,1,0,0,0,68,0,1,0,1,39,0,spammer
1355,6,9,0,0,71,0,1,0,1,30,0,spammer
1111,1,10,0,0,69,0,1,0,1,37,0,spammer
806,3,1482,0,0,72,0,1,0,1,39,0,spammer
1636,126,1215,1,0,660,0,1,0,1,48,0,spammer
1322,0,0,0,0,65,0,1,0,1,26,0,spammer
833,0,0,0,0,65,0,1,0,1,25,0,spammer
893,1,2,0,0,347,0,0,0,1,40,1,spammer
643,2,200,0,0,59,0,1,0,1,26,0,spammer
727,0,40,0,0,64,0,1,0,1,32,0,spammer
294,0,0,0,0,65,0,1,0,1,43,0,spammer
964,0,391,0,0,64,0,1,0,1,31,0,spammer
1644,26,10,7,1,327,0,1,0,1,37,0,spammer
1603,0,1,0,0,120,0,1,0,1,34,0,spammer
472,3,27,2,0,89,0,1,0,1,38,0,spammer
809,0,3,0,0,60,0,1,0,1,44,0,spammer
1100,5,15,0,0,62,0,1,0,1,50,0,spammer
1268,1,1,0,0,190,0,1,0,1,27,0,spammer
962,0,0,0,0,64,0,1,0,1,27,0,spammer
761,0,10,0,0,331,0,0,0,1,43,0,spammer
688,1,263,0,0,335,0,0,0,1,38,0,spammer
2228,1,179,0,0,290,0,0,0,1,37,0,spammer
783,0,7,0,0,62,0,1,0,1,26,0,spammer
516,9,2,0,0,67,0,1,0,1,31,0,spammer
727,0,10,0,0,66,0,1,0,1,21,0,spammer
1667,23,2,0,1,66,0,1,0,1,38,0,spammer
421,2,0,0,0,63,0,1,0,1,19,0,spammer
732,6,46,0,0,75,0,1,0,1,28,0,spammer
793,0,0,0,0,65,0,1,0,1,39,0,spammer
1576,4,1,0,0,66,0,1,0,1,23,0,spammer
